part,customer_id,fea_1,fea_2,fea_3,fea_4,fea_5,fea_6,fea_7,fea_8,fea_9,fea_10,fea_11
7,59018992,7,1314.5,1,97000.0,2,11,9,90,3,60005,221.35943619999998
7,59018993,4,1298.0,1,35000.0,2,8,5,103,5,60028,200.0
7,59018994,7,1278.5,3,131000.0,2,11,5,110,3,60001,1.0
7,59018995,7,1257.5,3,144000.0,2,11,5,114,3,60028,1.0
7,59018996,5,1320.5,3,130000.0,2,15,5,85,5,60047,212.1320344
7,59018997,7,1125.5,3,79000.0,2,11,-1,107,5,450007,187.08286930000003
7,59018998,7,,2,370000.0,2,11,-1,85,3,350096,351.0911563
7,59018999,5,1259.0,3,121000.0,2,15,5,91,5,60064,1.0
7,59019000,4,1266.5,1,104000.0,2,8,-1,92,5,60036,1.0
7,59019001,4,1266.5,1,191000.0,2,8,5,85,3,72000,1.0
7,59019002,7,1377.5,3,78000.0,1,11,5,100,3,60017,173.20508080000002
7,59019003,5,1242.5,3,75000.0,2,15,5,109,4,510020,173.20508080000002
7,59019004,7,1352.0,1,142000.0,2,11,9,111,4,60036,1.0
7,59019005,7,1308.5,1,134000.0,2,11,5,95,5,151009,1.0
7,59019006,4,1265.0,1,120000.0,2,8,5,105,3,71000,1.0
7,59019007,7,1320.5,1,140000.0,2,11,-1,108,4,550039,189.7366596
7,59019008,7,1304.0,3,63000.0,2,11,5,110,4,60095,223.6067977
7,59019009,4,1308.5,1,125000.0,1,8,5,104,3,72000,181.65902119999998
7,59019010,7,1283.0,3,146000.0,2,11,5,110,4,151300,241.5491668
7,59019011,4,1316.0,1,143000.0,2,8,5,77,3,60061,1.0
7,59019012,4,1275.5,3,284000.0,2,8,5,107,5,60000,1.0
7,59019013,7,,2,77000.0,2,11,5,83,3,60000,174.93141509999998
7,59019014,7,1367.0,3,234000.0,2,11,5,113,5,591044,1.0
7,59019015,5,1211.0,3,97000.0,2,15,5,86,5,151300,1.0
7,59019016,4,1293.5,1,114000.0,2,8,5,111,4,72001,1.0
7,59019017,4,1275.5,3,136000.0,2,8,5,113,4,60000,1.0
7,59019018,4,1328.0,1,150000.0,2,8,5,107,3,332414,1.0
7,59019019,7,1241.0,3,56000.0,1,11,5,103,4,151300,158.11388300000002
7,59019020,5,1311.5,1,215000.0,2,15,5,110,3,350020,219.089023
7,59019021,7,1197.5,3,63000.0,2,11,-1,93,5,72000,1.0
7,59019022,5,1245.5,3,100000.0,2,15,2,90,5,60028,204.93901530000002
7,59019023,4,,2,57000.0,2,8,5,107,5,151300,194.93588689999999
7,59019024,7,1272.5,3,138000.0,2,11,5,71,3,60023,1.0
7,59019025,7,1239.5,1,108000.0,2,11,5,110,4,60004,200.0
7,59019026,7,1289.0,3,130000.0,2,11,9,84,3,60019,1.0
7,59019027,7,1290.5,1,119000.0,2,11,9,114,4,591017,1.0
7,59019028,4,1227.5,1,110000.0,2,8,-1,98,5,361036,1.0
7,59019029,7,,2,59000.0,2,11,5,111,4,72001,182.9699429
7,59019030,4,1253.0,1,97000.0,2,8,5,115,3,60034,1.0
7,59019031,4,,2,104000.0,2,8,5,108,5,151306,185.67444630000003
7,59019032,4,1244.0,3,107000.0,2,8,5,112,5,60017,3.16227766
7,59019033,4,1230.5,3,125000.0,2,8,9,109,5,71002,316.22776600000003
7,59019034,4,1233.5,1,190000.0,1,8,-1,85,3,60064,1.0
7,59019035,4,,2,130000.0,2,8,5,73,5,60024,207.8605302
7,59019036,7,1257.5,3,95000.0,1,11,4,111,4,450015,244.94897430000003
7,59019037,7,1302.5,1,105000.0,2,11,5,95,3,60000,1.0
7,59019038,7,1230.5,3,57000.0,2,11,9,108,4,450015,170.29386369999997
7,59019039,7,1245.5,3,110000.0,2,11,5,100,4,71000,1.0
7,59019040,4,1244.0,3,97000.0,2,8,5,99,5,60091,164.3167673
7,59019041,5,1302.5,3,211000.0,2,15,5,87,3,72000,1.0
7,59019042,7,,2,50000.0,1,11,5,100,4,60075,182.2086716
7,59019043,7,1320.5,1,145000.0,2,11,5,100,5,330012,1.0
7,59019044,7,1304.0,3,129000.0,2,11,5,103,3,151300,161.245155
7,59019045,7,1287.5,1,152000.0,2,11,5,108,5,151300,1.0
7,59019046,7,,2,127000.0,2,11,-1,110,4,450063,200.0
7,59019047,4,1214.0,3,51000.0,2,8,5,104,5,151300,173.20508080000002
7,59019048,7,1262.0,3,106000.0,2,11,9,109,4,450002,173.20508080000002
7,59019049,7,1277.0,3,243000.0,2,11,5,83,5,60087,1.0
7,59019050,4,1211.0,3,71000.0,2,8,5,101,5,60073,264.57513109999996
7,59019051,5,1251.5,3,113000.0,2,15,5,85,5,60084,212.09431859999998
7,59019052,1,1343.0,1,550000.0,2,5,-1,77,5,350024,1.0
7,59019053,4,1251.5,3,51000.0,2,8,-1,74,5,60041,1.0
7,59019054,7,1275.5,3,122000.0,2,11,9,108,4,60018,1.0
7,59019055,5,1262.0,3,93000.0,2,15,9,86,5,151300,204.93901530000002
7,59019056,5,1248.5,1,286000.0,2,15,-1,112,4,450094,173.20508080000002
7,59019057,4,,2,46000.0,2,8,5,114,4,60000,173.7843491
7,59019058,4,1223.0,3,73000.0,2,8,9,105,3,151300,1.0
7,59019059,4,1257.5,3,35000.0,2,8,3,112,4,72014,1.0
7,59019060,5,1391.0,3,112000.0,2,15,5,112,4,71002,192.60841100000002
7,59019061,4,,2,66000.0,2,8,9,113,4,72002,162.44999230000002
7,59019062,7,1232.0,3,100000.0,2,11,5,111,4,72000,204.93901530000002
7,59019063,5,1364.0,3,142000.0,2,15,5,100,5,60044,1.0
7,59019064,4,1313.0,3,328000.0,2,8,5,90,5,151300,1.0
7,59019065,7,1266.5,3,86000.0,2,11,5,87,3,151000,200.0
7,59019066,4,1296.5,3,250000.0,2,8,5,105,3,60033,200.0
7,59019067,7,1239.5,1,238000.0,2,11,5,110,4,60014,200.0
7,59019068,4,1244.0,3,119000.0,2,8,9,100,3,60067,1.0
7,59019069,5,1215.5,3,100000.0,2,15,5,110,5,450015,258.08525719999994
7,59019070,7,1250.0,3,102000.0,2,11,5,100,3,60050,1.0
7,59019071,7,1361.0,3,274000.0,2,11,5,100,3,151300,314.96666489999996
7,59019072,7,1361.0,3,77000.0,1,11,5,103,5,72000,200.0
7,59019073,4,1251.5,1,360000.0,2,8,9,110,4,151300,1.0
7,59019074,4,1314.5,3,176000.0,2,8,9,114,4,72049,241.8470591
7,59019075,7,1256.0,1,102000.0,2,11,-1,110,4,450080,178.8854382
7,59019076,4,,2,70000.0,2,8,5,90,3,72000,186.1451047
7,59019077,7,1212.5,3,61000.0,2,11,5,112,4,450031,187.08286930000003
7,59019078,7,1322.0,1,115000.0,2,11,5,84,3,60052,1.0
7,59019079,7,1226.0,3,90000.0,2,11,-1,106,5,450089,200.0
7,59019080,4,1256.0,1,68000.0,2,8,5,105,3,350058,163.86885
7,59019081,7,1268.0,1,379000.0,2,11,-1,108,5,151304,389.0372733
7,59019082,7,1341.5,3,112000.0,2,11,8,83,5,60090,1.0
7,59019083,5,1265.0,3,135000.0,2,15,5,100,5,151300,231.72181600000002
7,59019084,7,1218.5,1,101000.0,2,11,3,101,3,350100,273.86127880000004
7,59019085,5,1257.5,3,95000.0,2,15,5,93,5,60036,1.0
7,59019086,7,,2,102000.0,2,11,5,101,5,450027,173.20508080000002
7,59019087,7,1341.5,3,183000.0,2,11,5,78,5,151300,246.6049472
7,59019088,5,1230.5,3,78000.0,2,15,5,85,5,72000,232.3790008
7,59019089,4,,2,44000.0,2,8,5,89,3,72000,171.01461930000002
7,59019090,5,1257.5,3,35000.0,2,15,5,100,5,60036,200.0
7,59019091,7,1292.0,1,130000.0,2,11,5,108,3,60040,1.0
7,59019092,4,1376.0,3,77000.0,2,8,9,113,5,151300,225.8362238
7,59019093,4,1227.5,3,50000.0,2,8,5,100,3,60027,173.20508080000002
7,59019094,4,1241.0,3,52000.0,2,8,5,110,4,151011,1.0
7,59019095,5,1287.5,1,126000.0,2,15,5,107,3,350071,316.22776600000003
7,59019096,4,1302.5,3,143000.0,2,8,5,75,5,60014,1.0
7,59019097,7,1313.0,1,113000.0,2,11,5,107,5,60002,1.0
7,59019098,5,1292.0,3,130000.0,2,15,2,111,4,71000,173.20508080000002
7,59019099,7,1263.5,3,120000.0,2,11,9,86,5,151300,1.0
7,59019100,7,1308.5,1,442000.0,2,11,9,106,4,151011,1.0
7,59019101,7,1265.0,3,118000.0,2,11,5,106,5,450080,626.8971207000001
7,59019102,4,1163.0,3,42000.0,2,8,10,113,4,151300,1.0
7,59019103,4,,2,45000.0,2,8,5,111,4,151300,173.20508080000002
7,59019104,7,,2,117000.0,2,11,-1,87,3,332720,1.0
7,59019105,5,1245.5,3,81000.0,2,15,5,80,5,60004,1.0
7,59019106,7,1253.0,3,72000.0,2,11,9,112,3,330008,165.9759019
7,59019107,4,1299.5,3,35000.0,2,8,5,111,3,60029,1.0
7,59019108,4,1212.5,3,73000.0,2,8,5,85,3,72001,1.0
7,59019109,5,1356.5,3,198000.0,2,15,5,90,5,71000,173.20508080000002
7,59019110,4,1298.0,1,124000.0,2,8,5,89,3,151009,200.0
7,59019111,5,1287.5,3,102000.0,2,15,5,112,5,60062,173.20508080000002
7,59019112,4,1275.5,3,90000.0,1,8,5,103,5,72049,173.20508080000002
7,59019113,7,1293.5,1,87000.0,2,11,5,113,3,450080,170.2468796
7,59019114,7,1260.5,3,115000.0,2,11,5,85,5,60084,1.0
7,59019115,4,1266.5,3,207000.0,2,9,5,100,1,71002,316.22776600000003
7,59019116,5,1286.0,1,99000.0,2,15,-1,87,5,60000,1.0
7,59019117,7,1353.5,1,187000.0,2,11,-1,114,5,340018,207.3644135
7,59019118,5,,2,45000.0,2,15,9,113,4,72000,118.68445559999999
7,59019119,5,1191.5,3,53000.0,2,15,5,114,4,72000,187.08286930000003
7,59019120,7,1241.0,3,54000.0,1,11,5,99,5,72003,164.3167673
7,59019121,7,,2,118000.0,2,11,9,107,5,72000,187.08286930000003
7,59019122,7,1305.5,1,87000.0,2,11,-1,114,4,72000,186.4564292
7,59019123,5,1314.5,1,119000.0,2,15,-1,75,5,450063,194.93588689999999
7,59019124,4,1268.0,1,118000.0,2,8,-1,95,3,330006,1.0
7,59019125,4,1287.5,1,110000.0,2,8,5,89,5,72049,190.9345438
7,59019126,7,1296.5,1,76000.0,2,11,10,113,4,72001,1.0
7,59019127,7,1290.5,3,116000.0,2,11,5,85,5,151300,223.6067977
7,59019128,7,1328.0,1,127000.0,2,11,-1,112,4,60043,1.0
7,59019129,5,1317.5,1,89000.0,2,15,9,114,4,450080,178.1375873
7,59019130,7,1215.5,3,35000.0,2,11,9,113,4,60038,1.0
7,59019131,7,1362.5,1,150000.0,2,11,-1,90,5,350020,316.22776600000003
7,59019132,4,,2,38000.0,2,8,9,109,4,60028,158.11388300000002
7,59019133,5,1263.5,3,126000.0,2,15,5,113,4,72000,1.0
7,59019134,7,1277.0,3,101000.0,2,11,9,106,4,450050,200.0699878
7,59019135,7,1214.0,3,81000.0,2,11,9,114,4,450012,204.93901530000002
7,59019136,5,1272.5,3,49000.0,2,15,-1,86,5,330004,200.0
7,59019137,4,1322.0,1,87000.0,2,8,5,90,4,151300,1.0
7,59019138,4,1356.5,1,220000.0,2,8,5,107,4,151011,1.0
7,59019139,4,1313.0,3,338000.0,2,8,5,90,5,60004,1.0
7,59019140,4,1358.0,3,162000.0,2,8,5,110,4,72001,1.0
7,59019141,5,1310.0,3,270000.0,2,15,5,115,4,60019,299.9533297
7,59019142,4,1260.5,3,110000.0,2,8,5,109,4,151300,1.0
7,59019143,5,1296.5,1,130000.0,2,15,5,110,3,361039,187.08286930000003
7,59019144,7,1250.0,3,82000.0,2,11,5,105,5,72000,1.0
7,59019145,7,1226.0,3,61000.0,2,11,9,105,3,151300,1.0
7,59019146,4,1296.5,3,94000.0,2,8,9,114,4,60058,1.0
7,59019147,7,,2,72000.0,2,11,5,109,3,60019,169.4845126
7,59019148,7,1245.5,3,58000.0,2,11,5,85,5,60024,1.0
7,59019149,7,,3,203000.0,2,11,-1,107,4,450012,158.11388300000002
7,59019150,7,,2,70000.0,2,11,9,110,4,151304,187.08286930000003
7,59019151,7,1223.0,3,55000.0,2,11,5,89,5,60069,1.0
7,59019152,7,1338.5,3,162000.0,2,11,5,108,5,151300,200.0
7,59019153,7,1272.5,3,119000.0,2,11,5,82,5,60068,202.4845673
7,59019154,7,1215.5,3,58000.0,2,11,5,96,5,60033,158.11388300000002
7,59019155,7,1364.0,3,260000.0,2,11,5,96,5,60007,1.0
7,59019156,4,1179.5,3,49000.0,1,8,5,105,5,60032,173.20508080000002
7,59019157,4,1310.0,3,88000.0,2,8,5,100,5,60005,1.0
7,59019158,7,1323.5,1,122000.0,2,11,5,86,3,151300,1.0
7,59019159,4,1256.0,3,180000.0,2,8,5,105,5,60018,1.0
7,59019160,5,,2,44000.0,2,15,5,111,5,151300,169.6113204
7,59019161,5,,3,71000.0,2,15,-1,90,4,450000,158.11388300000002
7,59019162,5,,2,72000.0,2,15,5,114,5,350050,168.6979549
7,59019163,6,1241.0,1,74000.0,2,6,-1,105,3,60027,200.0
7,59019164,7,1227.5,3,67000.0,2,11,5,85,5,151009,1.0
7,59019165,7,1256.0,3,96000.0,2,11,5,102,3,72000,200.0
7,59019166,4,1218.5,3,48000.0,2,8,5,90,5,72001,187.08286930000003
7,59019167,7,1227.5,3,250000.0,2,11,9,100,5,60054,187.08286930000003
7,59019168,5,1316.0,3,141000.0,2,15,5,99,4,550004,223.6067977
7,59019169,5,1449.5,3,90000.0,2,15,5,107,4,60091,158.11388300000002
7,59019170,7,1245.5,3,65000.0,1,11,5,109,5,151300,173.20508080000002
7,59019171,5,1230.5,3,72000.0,2,15,9,113,4,151304,173.20508080000002
7,59019172,4,1223.0,3,63000.0,2,8,5,91,5,60095,228.035085
7,59019173,4,1304.0,3,35000.0,2,8,5,110,4,72000,200.0
7,59019174,4,1241.0,3,50000.0,2,8,9,105,3,72000,255.48385469999997
7,59019175,7,1262.0,1,94000.0,2,11,5,89,3,60018,187.08286930000003
7,59019176,4,1278.5,1,201000.0,2,8,5,102,5,72000,1.0
7,59019177,2,1407.5,1,153000.0,2,3,9,112,5,151309,1.0
7,59019178,7,1274.0,1,240000.0,2,11,-1,104,5,350100,300.0
7,59019179,4,1223.0,3,50000.0,2,8,5,110,4,72000,173.20508080000002
7,59019180,7,1218.5,3,67000.0,1,11,5,114,4,72000,237.0442997
7,59019181,5,1299.5,3,30000.0,2,15,5,100,5,350059,316.22776600000003
7,59019182,7,1278.5,3,114000.0,2,11,9,112,1,60010,200.0
7,59019183,5,1230.5,3,61000.0,2,15,5,109,4,60020,173.20508080000002
7,59019184,4,,2,63000.0,2,8,5,111,5,60000,160.77002209999998
7,59019185,4,1239.5,3,103000.0,2,8,5,103,5,60036,244.94897430000003
7,59019186,7,1214.0,3,74000.0,2,11,5,110,4,60058,204.93901530000002
7,59019187,4,1256.0,3,101000.0,2,8,9,110,5,60084,1.0
7,59019188,4,1239.5,3,65000.0,2,8,5,92,5,151300,200.0
7,59019189,7,1254.5,3,81000.0,2,11,5,110,5,60057,200.0
7,59019190,7,1340.0,1,296000.0,2,11,5,110,5,72000,1.0
7,59019191,5,1304.0,1,146000.0,2,15,5,90,3,350008,1.0
7,59019192,7,1266.5,1,111000.0,2,11,-1,79,5,60026,1.0
7,59019193,5,1316.0,3,48000.0,2,15,5,114,4,450033,297.52814989999996
7,59019194,7,1296.5,3,136000.0,2,11,5,115,4,71002,220.2271555
7,59019195,7,1340.0,1,80000.0,2,11,5,110,4,71002,162.4869226
7,59019196,7,1272.5,1,50000.0,1,11,-1,107,3,60085,1.0
7,59019197,4,1305.5,3,65000.0,2,8,9,80,5,60041,204.93901530000002
7,59019198,4,1230.5,3,85000.0,2,8,5,86,5,72000,1.0
7,59019199,7,,2,93000.0,2,11,5,108,5,60000,189.2247341
7,59019200,7,1325.0,1,80000.0,2,12,-1,82,3,60026,1.0
7,59019201,4,,2,49000.0,1,8,2,114,4,71000,180.2803373
7,59019202,5,1311.5,3,115000.0,2,15,9,88,5,60014,200.0
7,59019203,7,1266.5,1,103000.0,2,11,5,89,5,60061,1.0
7,59019204,4,1241.0,1,115000.0,2,8,5,105,3,151300,221.35943619999998
7,59019205,5,1289.0,3,74000.0,1,15,5,109,5,60088,223.6067977
7,59019206,5,1230.5,3,35000.0,2,15,5,112,5,60057,1.0
7,59019207,5,,3,35000.0,2,15,9,113,4,72000,226.508278
7,59019208,5,1367.0,3,127000.0,2,15,5,101,5,60054,223.6067977
7,59019209,7,1350.5,3,130000.0,1,11,5,97,5,60016,173.20508080000002
7,59019210,7,1206.5,3,66000.0,2,11,5,104,5,60000,173.20508080000002
7,59019211,4,1271.0,3,120000.0,2,8,5,89,3,60001,200.0
7,59019212,4,1241.0,3,68000.0,2,8,5,102,4,60020,173.20508080000002
7,59019213,4,1406.0,1,208000.0,2,8,-1,112,5,340001,223.6067977
7,59019214,7,1443.5,3,162000.0,2,11,9,110,5,72014,328.16002189999995
7,59019215,7,1308.5,1,110000.0,2,11,5,108,4,60004,1.0
7,59019216,7,1343.0,1,157000.0,2,11,-1,103,5,72000,1.0
7,59019217,4,1278.5,3,97000.0,2,8,5,100,3,72015,223.6067977
7,59019218,7,1290.5,3,116000.0,1,11,5,109,4,60062,196.4942747
7,59019219,7,1281.5,3,99000.0,2,11,9,114,5,60052,1.0
7,59019220,7,1214.0,3,58000.0,2,11,9,103,4,60091,1.0
7,59019221,5,,3,50000.0,2,15,9,110,5,450080,194.93588689999999
7,59019222,7,1227.5,3,90000.0,1,11,5,100,3,60040,158.11388300000002
7,59019223,4,1295.0,1,30000.0,2,8,-1,93,5,350052,316.22776600000003
7,59019224,4,1256.0,1,129000.0,2,8,9,110,5,60042,1.0
7,59019225,5,1304.0,3,150000.0,2,15,5,105,5,550107,264.57513109999996
7,59019226,4,,2,105000.0,2,8,5,109,3,60014,187.08286930000003
7,59019227,4,1269.5,1,210000.0,2,8,-1,84,3,330012,1.0
7,59019228,4,1338.5,1,150000.0,2,8,5,110,5,60029,316.22776600000003
7,59019229,4,1347.5,1,138000.0,2,8,5,102,5,60013,181.65902119999998
7,59019230,7,1310.0,1,140000.0,2,11,5,90,5,60002,200.0
7,59019231,4,1244.0,3,116000.0,2,8,5,111,4,60002,1.0
7,59019232,5,,3,111000.0,2,15,5,99,3,350075,164.3167673
7,59019233,4,1262.0,1,360000.0,2,8,-1,113,4,151300,200.0
7,59019234,7,1287.5,1,135000.0,2,11,5,109,4,72000,1.0
7,59019235,7,1469.0,3,103000.0,2,11,5,71,5,60092,1.0
7,59019236,4,,2,108000.0,2,8,-1,108,3,340000,184.7241186
7,59019237,4,1311.5,3,150000.0,2,8,9,83,5,60052,1.0
7,59019238,7,1302.5,1,110000.0,2,11,5,108,4,151002,1.0
7,59019239,7,,2,56000.0,2,11,5,113,3,366001,165.93070840000001
7,59019240,4,1257.5,3,113000.0,2,8,5,100,5,60014,1.0
7,59019241,5,1311.5,1,91000.0,1,15,7,113,4,151306,1.0
7,59019242,4,1287.5,3,127000.0,2,8,5,111,3,60059,200.0
7,59019243,7,,2,255000.0,2,11,5,99,3,60058,223.6067977
7,59019244,7,1295.0,3,73000.0,2,11,5,100,5,350076,223.6067977
7,59019245,7,1247.0,3,110000.0,2,11,5,91,4,60007,1.0
7,59019246,4,1343.0,1,128000.0,2,8,-1,107,5,361022,1.0
7,59019247,7,1280.0,1,93000.0,2,11,-1,110,4,550000,181.65902119999998
7,59019248,7,1325.0,1,195000.0,2,11,5,109,5,350703,221.35943619999998
7,59019249,7,1286.0,1,110000.0,2,11,5,112,5,60033,1.0
7,59019250,7,1200.5,3,110000.0,2,11,5,113,4,60034,249.69981980000003
7,59019251,7,1322.0,3,133000.0,2,11,9,99,3,350609,209.85709419999998
7,59019252,4,1256.0,1,120000.0,2,8,5,99,4,151000,173.20508080000002
7,59019253,7,1289.0,1,97000.0,2,11,9,110,3,72008,200.0
7,59019254,7,1311.5,3,105000.0,2,11,9,88,5,60043,187.08286930000003
7,59019255,7,1308.5,3,123000.0,2,11,5,100,4,60014,200.0
7,59019256,7,1362.5,3,93000.0,2,11,5,115,4,151300,1.0
7,59019257,4,1356.5,1,136000.0,2,8,5,74,3,72000,1.0
7,59019258,4,1277.0,3,135000.0,2,8,5,84,5,60091,1.0
7,59019259,4,1239.5,3,30000.0,2,8,5,100,5,350017,223.6067977
7,59019260,7,1214.0,3,60000.0,2,11,9,108,4,151300,158.11388300000002
7,59019261,7,1266.5,3,227000.0,2,11,9,112,4,151300,254.9509757
7,59019262,7,1377.5,1,55000.0,2,11,5,114,3,151009,212.1320344
7,59019263,7,1358.0,1,121000.0,2,11,5,112,4,151300,173.20508080000002
7,59019264,4,1379.0,3,489000.0,2,8,9,99,5,72001,223.6067977
7,59019265,7,1371.5,3,121000.0,2,11,9,85,3,60004,1.0
7,59019266,7,1365.5,1,130000.0,2,11,-1,100,3,341439,173.20508080000002
7,59019267,7,1271.0,3,85000.0,1,11,9,100,4,60052,158.11388300000002
7,59019268,5,1259.0,3,80000.0,2,15,5,112,3,350000,223.6067977
7,59019269,5,,2,102000.0,2,15,5,104,3,350055,184.39088909999998
7,59019270,7,1274.0,3,183000.0,2,11,9,77,3,510084,692.820323
7,59019271,4,,2,120000.0,2,8,5,105,3,60050,173.20508080000002
7,59019272,5,1248.5,3,106000.0,2,15,5,85,3,151300,1.0
7,59019273,7,1268.0,3,111000.0,2,11,5,100,3,151010,200.0
7,59019274,7,1233.5,3,62000.0,2,11,3,88,3,450194,244.94897430000003
7,59019275,7,1214.0,3,66000.0,2,11,5,82,3,60019,200.0
7,59019276,5,1241.0,3,54000.0,2,15,5,112,4,151300,1.0
7,59019277,5,1262.0,3,130000.0,2,15,5,100,5,151304,189.7366596
7,59019278,4,1257.5,3,105000.0,2,8,5,73,3,151009,1.0
7,59019279,5,1350.5,1,155000.0,2,15,8,104,5,60004,1.0
7,59019280,4,1262.0,3,185000.0,2,8,5,105,5,151300,173.20508080000002
7,59019281,5,1415.0,3,169000.0,2,15,5,81,5,72000,237.1708245
7,59019282,4,1268.0,3,149000.0,2,8,5,106,3,72001,173.20508080000002
7,59019283,4,1266.5,1,99000.0,2,8,5,86,3,72002,1.0
7,59019284,7,1248.5,3,60000.0,2,11,5,90,3,60074,1.0
7,59019285,7,1305.5,3,93000.0,1,11,3,104,3,60032,200.0
7,59019286,4,1322.0,3,199000.0,2,8,5,111,4,72000,1.0
7,59019287,7,1310.0,1,186000.0,2,11,-1,112,3,340019,223.6067977
7,59019288,7,1305.5,1,50000.0,2,12,-1,113,3,350061,226.14597059999997
7,59019289,7,1251.5,3,240000.0,2,11,5,85,3,151300,194.93588689999999
7,59019290,5,1320.5,3,150000.0,2,15,9,108,5,361028,200.0
7,59019291,7,1307.0,3,195000.0,2,11,9,95,5,72003,200.0
7,59019292,5,1220.0,3,64000.0,2,15,5,114,4,60033,187.08286930000003
7,59019293,4,1313.0,3,134000.0,2,8,5,104,3,60054,244.94897430000003
7,59019294,4,1266.5,3,87000.0,2,8,-1,98,5,361029,1.0
7,59019295,5,1215.5,3,94000.0,2,15,-1,86,5,550088,223.6067977
7,59019296,5,1413.5,1,204000.0,2,15,9,107,5,350002,200.0
7,59019297,5,1272.5,3,120000.0,1,15,5,110,5,72000,187.08286930000003
7,59019298,7,1245.5,3,68000.0,2,11,5,111,4,60091,200.0
7,59019299,7,,2,69000.0,1,11,5,106,4,60064,173.20508080000002
7,59019300,5,1257.5,3,91000.0,2,15,5,94,5,60043,200.0
7,59019301,5,1338.5,3,325000.0,2,15,5,110,5,60033,316.22776600000003
7,59019302,7,1211.0,3,66000.0,2,11,5,101,4,60015,1.0
7,59019303,5,1223.0,3,54000.0,2,15,-1,112,4,450018,169.7056275
7,59019304,7,1191.5,3,70000.0,2,11,9,107,5,450032,192.35384059999998
7,59019305,7,1386.5,1,165000.0,2,11,-1,100,3,350098,173.20508080000002
7,59019306,4,1326.5,3,140000.0,2,8,5,100,5,60013,1.0
7,59019307,4,1287.5,1,112000.0,2,8,5,90,3,330015,1.0
7,59019308,5,1281.5,3,144000.0,2,15,5,68,1,60057,1.0
7,59019309,7,1283.0,3,100000.0,2,11,5,95,3,332444,1.0
7,59019310,4,1229.0,3,62000.0,2,8,5,84,5,60019,1.0
7,59019311,7,,3,79000.0,2,11,-1,112,4,72000,177.0028248
7,59019312,5,1284.5,3,132000.0,2,15,9,109,5,151009,228.9847156
7,59019313,7,1257.5,1,98000.0,2,11,-1,101,3,60075,1.0
7,59019314,7,1278.5,1,105000.0,2,11,-1,112,4,450002,158.11388300000002
7,59019315,7,1305.5,3,111000.0,2,11,9,113,4,72015,212.1320344
7,59019316,7,1250.0,3,94000.0,2,11,5,113,4,71000,187.08286930000003
7,59019317,5,1316.0,1,202000.0,2,15,5,105,5,450054,223.6067977
7,59019318,7,1274.0,1,328000.0,2,11,-1,82,5,450000,244.94897430000003
7,59019319,4,1310.0,3,129000.0,1,8,5,100,5,151300,181.65902119999998
7,59019320,7,,2,97000.0,2,11,5,76,5,72000,179.0809873
7,59019321,7,1205.0,3,63000.0,2,11,5,106,3,151300,1.0
7,59019322,7,1299.5,1,87000.0,2,11,5,85,5,151300,1.0
7,59019323,4,1241.0,3,35000.0,2,8,5,99,5,60084,158.11388300000002
7,59019324,5,1322.0,3,195000.0,2,15,9,95,5,60000,200.0
7,59019325,5,1329.5,3,195000.0,2,15,5,64,5,60065,1.0
7,59019326,4,1292.0,1,117000.0,2,8,5,99,5,60052,200.0
7,59019327,4,1292.0,1,115000.0,2,8,5,114,5,350060,192.35384059999998
7,59019328,4,1223.0,3,68000.0,2,8,-1,112,5,340014,187.08286930000003
7,59019329,7,1238.0,3,66000.0,2,11,5,79,3,450017,214.4761059
7,59019330,7,1214.0,3,58000.0,2,11,5,110,4,151300,158.11388300000002
7,59019331,4,1226.0,3,73000.0,1,8,5,104,5,60058,158.11388300000002
7,59019332,4,,2,75000.0,2,8,-1,107,3,151300,173.20508080000002
7,59019333,4,1260.5,3,143000.0,2,8,9,110,4,60016,202.4845673
7,59019334,4,1400.0,3,383000.0,1,8,5,100,5,60024,212.1320344
7,59019335,4,1289.0,1,143000.0,2,8,5,70,5,60091,1.0
7,59019336,4,1263.5,1,102000.0,2,8,9,103,3,60024,200.0
7,59019337,5,1308.5,3,131000.0,1,15,5,110,5,72000,1.0
7,59019338,4,,2,45000.0,2,8,9,114,4,60064,173.20508080000002
7,59019339,7,1290.5,3,273000.0,2,11,9,113,3,60063,223.6067977
7,59019340,7,1364.0,3,106000.0,2,11,5,86,3,510003,187.08286930000003
7,59019341,4,1259.0,3,75000.0,2,8,5,89,5,151000,1.0
7,59019342,5,,2,114000.0,2,15,5,110,4,72049,195.69108310000001
7,59019343,7,,2,128000.0,2,11,9,111,4,151300,206.51876430000002
7,59019344,7,1275.5,3,90000.0,2,11,5,110,4,450015,212.1320344
7,59019345,5,1241.0,3,46000.0,2,15,5,80,5,350092,175.1570724
7,59019346,7,1340.0,1,99000.0,2,11,-1,85,5,350069,181.10770280000003
7,59019347,7,1344.5,3,137000.0,2,11,5,101,5,72000,1.0
7,59019348,5,1371.5,3,83000.0,2,15,5,95,3,350704,165.6653253
7,59019349,7,1215.5,3,67000.0,2,11,5,95,3,151306,134.95554819999998
7,59019350,5,1191.5,3,61000.0,2,15,-1,111,4,72001,1.0
7,59019351,7,1266.5,1,109000.0,2,11,3,107,3,330021,1.0
7,59019352,4,1214.0,3,63000.0,2,8,-1,85,3,330014,1.0
7,59019353,7,1310.0,1,169000.0,2,11,5,109,4,60058,316.22776600000003
7,59019354,4,1332.5,3,153000.0,2,8,5,112,4,72001,1.0
